v_log_id,timestamp_in,timestamp_out,nfc_id,place_id
436,2021-06-15 20:18:33,2021-06-15 20:18:56,4,15
437,2021-06-13 22:36:44,2021-06-13 22:38:02,4,12
438,2021-05-14 14:08:18,2021-05-14 14:08:49,4,12
439,2021-06-15 16:32:20,2021-06-15 16:33:13,4,13
440,2021-05-21 10:26:13,2021-05-21 10:26:45,4,11
441,2021-05-17 11:54:39,2021-05-17 11:55:47,4,11
442,2021-05-12 01:40:42,2021-05-12 01:41:19,4,14
443,2021-06-13 17:37:22,2021-06-13 17:37:50,4,13
444,2021-05-03 16:30:51,2021-05-03 16:32:18,4,12
445,2021-05-09 14:07:50,2021-05-09 14:08:23,4,15
446,2021-05-06 18:56:56,2021-05-06 18:57:29,4,15
447,2021-06-05 10:53:39,2021-06-05 10:54:06,4,14
448,2021-05-16 11:52:35,2021-05-16 11:53:15,4,15
449,2021-06-01 04:18:49,2021-06-01 04:20:19,4,12
450,2021-05-11 11:31:50,2021-05-11 11:32:57,4,12
451,2021-05-11 07:12:11,2021-05-11 07:13:25,4,11
452,2021-06-12 21:45:56,2021-06-12 21:46:20,4,13
453,2021-05-18 16:50:37,2021-05-18 16:51:15,4,13
454,2021-06-09 16:13:44,2021-06-09 16:14:44,4,15
455,2021-05-30 05:15:39,2021-05-30 05:16:50,4,12
456,2021-05-08 21:14:56,2021-05-08 21:15:35,4,12
457,2021-06-08 16:29:20,2021-06-08 16:30:34,4,12
458,2021-06-08 05:13:11,2021-06-08 05:14:42,4,14
459,2021-05-24 12:22:17,2021-05-24 12:23:03,4,14
460,2021-05-11 19:31:21,2021-05-11 21:29:21,4,25
461,2021-06-12 15:35:38,2021-06-12 15:56:38,4,25
462,2021-05-04 09:56:17,2021-05-04 11:46:17,4,22
463,2021-05-16 20:41:55,2021-05-16 22:22:55,4,20
464,2021-06-05 06:21:20,2021-06-05 07:36:20,4,23
465,2021-06-07 07:44:13,2021-06-07 08:30:13,4,19
466,2021-05-07 06:27:20,2021-05-07 07:29:20,4,16
467,2021-05-18 20:27:39,2021-05-18 21:46:39,4,16
468,2021-06-15 00:12:49,2021-06-15 01:40:49,4,18
469,2021-05-16 11:47:14,2021-05-16 12:24:14,4,18
470,2021-05-07 17:43:59,2021-05-07 18:22:59,4,51
471,2021-05-17 06:02:18,2021-05-17 21:14:29,5,66
472,2021-05-20 16:11:31,2021-05-21 13:47:02,5,66
473,2021-05-28 06:26:21,2021-05-28 08:55:45,5,66
474,2021-05-26 20:11:55,2021-05-27 02:33:19,5,66
475,2021-05-22 11:39:47,2021-05-22 14:35:50,5,66
476,2021-05-27 07:55:22,2021-05-28 05:12:15,5,66
477,2021-05-11 06:14:43,2021-05-11 21:39:42,5,66
478,2021-06-16 20:38:25,2021-06-17 09:54:55,5,66
479,2021-06-08 20:37:13,2021-06-09 17:26:32,5,66
480,2021-06-05 15:39:38,2021-06-06 15:32:08,5,66
481,2021-05-10 10:10:40,2021-05-11 11:02:13,5,66
482,2021-05-14 13:12:12,2021-05-15 06:43:12,5,66
483,2021-05-30 07:05:47,2021-05-30 08:17:30,5,66
484,2021-05-15 23:32:29,2021-05-16 22:59:38,5,66
485,2021-05-22 04:55:54,2021-05-23 06:39:12,5,66
486,2021-05-21 01:05:58,2021-05-21 09:24:45,5,66
487,2021-05-26 22:43:45,2021-05-27 11:14:01,5,66
488,2021-05-12 01:12:18,2021-05-12 17:55:54,5,66
489,2021-06-05 09:00:26,2021-06-06 04:28:57,5,66
490,2021-05-17 13:37:50,2021-05-17 23:54:15,5,66
491,2021-06-15 06:52:00,2021-06-15 12:47:37,5,66
492,2021-05-17 00:37:11,2021-05-17 16:49:56,5,66
493,2021-06-05 13:22:52,2021-06-06 00:23:55,5,66
494,2021-06-03 01:33:40,2021-06-03 08:22:16,5,66
495,2021-05-12 08:38:31,2021-05-13 07:02:57,5,66
496,2021-06-04 22:42:48,2021-06-05 14:18:09,5,66
497,2021-06-13 05:29:50,2021-06-13 07:36:28,5,66
498,2021-05-23 09:40:39,2021-05-23 13:55:56,5,66
499,2021-06-18 09:05:49,2021-06-19 00:04:08,5,66
500,2021-06-14 09:12:03,2021-06-14 13:54:40,5,66
501,2021-05-20 15:11:46,2021-05-20 15:13:18,5,14
502,2021-05-07 14:35:27,2021-05-07 14:36:44,5,12
503,2021-06-18 01:18:16,2021-06-18 01:19:04,5,14
504,2021-05-20 15:55:57,2021-05-20 15:56:27,5,14
505,2021-05-18 20:13:00,2021-05-18 20:13:38,5,13
506,2021-05-30 16:59:13,2021-05-30 17:00:17,5,12
507,2021-05-08 14:31:54,2021-05-08 14:33:09,5,12
508,2021-06-03 04:26:22,2021-06-03 04:27:03,5,12
509,2021-06-14 11:37:19,2021-06-14 11:38:20,5,15
510,2021-06-04 13:00:17,2021-06-04 13:01:40,5,14
511,2021-06-04 18:11:47,2021-06-04 18:12:59,5,15
512,2021-05-10 17:39:58,2021-05-10 17:41:31,5,15
513,2021-06-18 02:54:01,2021-06-18 02:55:38,5,11
514,2021-05-06 17:26:53,2021-05-06 17:27:54,5,13
515,2021-06-05 15:33:39,2021-06-05 15:35:14,5,14
516,2021-05-03 16:04:50,2021-05-03 16:06:10,5,14
517,2021-05-29 08:11:41,2021-05-29 08:12:12,5,13
518,2021-05-18 14:37:58,2021-05-18 14:38:31,5,11
519,2021-06-14 20:37:48,2021-06-14 20:38:13,5,12
520,2021-05-25 20:05:09,2021-05-25 20:06:25,5,13
521,2021-06-04 10:52:01,2021-06-04 10:53:24,5,14
522,2021-05-16 10:05:13,2021-05-16 10:06:14,5,11
523,2021-05-26 06:11:37,2021-05-26 06:13:08,5,14
524,2021-05-03 21:02:07,2021-05-03 21:03:47,5,14
525,2021-05-14 09:20:29,2021-05-14 09:21:48,5,11
526,2021-06-07 04:11:10,2021-06-07 04:12:50,5,12
527,2021-05-14 06:23:36,2021-05-14 06:25:13,5,13
528,2021-05-28 03:10:56,2021-05-28 03:12:04,5,13
529,2021-06-12 08:17:29,2021-06-12 08:18:41,5,11
530,2021-05-25 03:49:50,2021-05-25 03:51:06,5,13
531,2021-05-08 11:14:22,2021-05-08 11:16:02,5,12
532,2021-06-01 14:30:41,2021-06-01 14:31:58,5,13
533,2021-05-05 23:46:23,2021-05-05 23:47:52,5,11
534,2021-05-27 08:54:52,2021-05-27 08:56:16,5,13
535,2021-06-15 20:35:05,2021-06-15 20:35:40,5,13
536,2021-06-04 03:36:26,2021-06-04 03:36:54,5,12
537,2021-05-22 18:24:47,2021-05-22 18:26:14,5,13
538,2021-05-11 13:49:40,2021-05-11 13:50:39,5,15
539,2021-06-18 06:20:53,2021-06-18 06:22:00,5,11
540,2021-05-13 21:51:52,2021-05-13 21:53:31,5,12
541,2021-06-03 21:27:39,2021-06-03 21:28:28,5,11
542,2021-05-09 08:35:08,2021-05-09 08:36:26,5,14
543,2021-06-02 13:42:52,2021-06-02 13:43:37,5,13
544,2021-06-01 03:36:55,2021-06-01 03:37:46,5,13
545,2021-06-11 09:37:10,2021-06-11 09:38:47,5,13
546,2021-06-17 15:30:57,2021-06-17 15:32:34,5,11
547,2021-06-13 18:46:58,2021-06-13 18:48:11,5,15
548,2021-05-16 02:04:52,2021-05-16 02:06:27,5,15
549,2021-06-01 17:28:15,2021-06-01 17:29:40,5,13
550,2021-05-05 08:37:58,2021-05-05 08:38:55,5,15
551,2021-05-11 09:12:44,2021-05-11 10:32:44,5,21
552,2021-05-26 06:13:48,2021-05-26 06:49:48,5,21
553,2021-06-14 02:17:46,2021-06-14 03:47:46,5,25
554,2021-05-11 20:59:41,2021-05-11 22:52:41,5,20
555,2021-06-02 10:12:54,2021-06-02 11:38:54,5,23
556,2021-05-24 21:38:21,2021-05-24 23:00:21,5,19
557,2021-05-24 01:00:10,2021-05-24 02:54:10,5,17
558,2021-05-04 16:43:00,2021-05-04 18:24:00,5,17
559,2021-05-05 18:13:26,2021-05-05 19:26:26,5,17
560,2021-06-08 01:15:46,2021-06-08 02:49:46,5,18
561,2021-05-28 09:51:21,2021-05-28 11:01:21,5,51
562,2021-05-19 18:19:51,2021-05-20 14:12:54,6,157
563,2021-06-04 17:26:34,2021-06-05 02:55:00,6,157
564,2021-06-07 14:19:44,2021-06-08 00:36:49,6,157
565,2021-05-25 17:30:37,2021-05-26 13:01:41,6,157
566,2021-05-04 13:54:26,2021-05-05 03:09:05,6,157
567,2021-05-27 13:21:20,2021-05-28 02:56:28,6,157
568,2021-05-27 22:50:46,2021-05-28 17:36:29,6,157
569,2021-06-12 17:52:53,2021-06-13 16:42:56,6,157
570,2021-06-11 01:39:44,2021-06-11 21:43:03,6,157
571,2021-06-04 16:26:56,2021-06-05 16:42:55,6,157
572,2021-05-16 17:20:21,2021-05-18 01:41:51,6,157
573,2021-05-30 07:30:34,2021-05-31 11:41:47,6,157
574,2021-05-24 04:24:16,2021-05-25 04:51:28,6,157
575,2021-06-09 22:47:44,2021-06-10 19:47:38,6,157
576,2021-05-04 15:32:58,2021-05-05 00:12:23,6,157
577,2021-05-14 06:20:48,2021-05-15 05:05:20,6,157
578,2021-05-07 07:59:46,2021-05-08 04:02:37,6,157
579,2021-05-09 13:41:22,2021-05-09 22:08:35,6,157
580,2021-05-12 11:09:20,2021-05-13 03:18:37,6,157
581,2021-05-31 03:11:09,2021-06-01 02:17:04,6,157
582,2021-06-12 06:17:05,2021-06-13 11:15:30,6,157
583,2021-05-13 03:16:36,2021-05-13 15:55:44,6,157
584,2021-05-25 17:16:34,2021-05-26 11:42:51,6,157
585,2021-05-11 15:22:58,2021-05-12 19:52:06,6,157
586,2021-05-24 15:46:23,2021-05-25 02:45:27,6,157
587,2021-06-08 15:39:55,2021-06-09 16:57:37,6,157
588,2021-06-13 22:16:40,2021-06-14 17:13:04,6,157
589,2021-06-04 19:43:20,2021-06-05 11:00:32,6,157
590,2021-05-03 19:47:04,2021-05-04 08:21:58,6,157
591,2021-05-16 02:49:36,2021-05-17 00:26:52,6,157
592,2021-05-20 08:49:34,2021-05-20 08:50:05,6,11
593,2021-05-19 23:07:30,2021-05-19 23:07:50,6,14
594,2021-06-08 12:20:14,2021-06-08 12:21:07,6,12
595,2021-05-03 15:53:27,2021-05-03 15:54:13,6,14
596,2021-06-05 04:11:57,2021-06-05 04:12:38,6,12
597,2021-05-05 17:04:41,2021-05-05 17:05:37,6,12
598,2021-06-18 03:41:19,2021-06-18 03:42:40,6,12
599,2021-05-14 15:43:41,2021-05-14 15:44:25,6,15
600,2021-06-07 06:50:26,2021-06-07 06:51:34,6,12
601,2021-05-08 07:44:23,2021-05-08 07:45:45,6,15
602,2021-05-05 10:16:40,2021-05-05 10:17:50,6,13
603,2021-06-14 20:12:28,2021-06-14 20:12:58,6,11
604,2021-05-28 19:35:30,2021-05-28 19:36:04,6,11
605,2021-06-11 02:31:37,2021-06-11 02:32:07,6,15
606,2021-06-15 10:20:56,2021-06-15 10:22:18,6,11
607,2021-06-08 17:32:28,2021-06-08 17:33:12,6,14
608,2021-06-06 13:52:48,2021-06-06 13:53:54,6,11
609,2021-05-22 04:41:05,2021-05-22 04:42:24,6,11
610,2021-06-15 08:48:06,2021-06-15 08:49:03,6,11
611,2021-06-16 01:15:21,2021-06-16 01:17:01,6,13
612,2021-06-19 02:30:01,2021-06-19 02:30:36,6,12
613,2021-06-07 05:57:00,2021-06-07 05:58:20,6,11
614,2021-06-04 01:08:23,2021-06-04 01:08:58,6,13
615,2021-06-09 11:36:44,2021-06-09 11:37:27,6,13
616,2021-05-27 10:01:21,2021-05-27 10:02:02,6,14
617,2021-05-28 19:13:16,2021-05-28 19:13:37,6,15
618,2021-05-25 03:40:41,2021-05-25 03:41:26,6,14
619,2021-05-22 06:58:01,2021-05-22 06:58:42,6,13
620,2021-06-18 01:13:50,2021-06-18 01:14:10,6,13
621,2021-05-27 23:26:32,2021-05-27 23:27:15,6,11
622,2021-05-05 08:00:02,2021-05-05 08:01:37,6,11
623,2021-05-15 00:00:10,2021-05-15 00:01:17,6,15
624,2021-05-07 15:28:04,2021-05-07 15:28:43,6,14
625,2021-05-22 09:24:32,2021-05-22 09:24:57,6,11
626,2021-06-07 16:34:13,2021-06-07 16:35:03,6,11
627,2021-05-03 21:14:12,2021-05-03 21:15:40,6,13
628,2021-05-18 02:27:32,2021-05-18 02:29:02,6,12
629,2021-05-31 05:33:27,2021-05-31 05:34:29,6,11
630,2021-06-16 17:09:24,2021-06-16 17:10:18,6,13
631,2021-05-05 17:49:46,2021-05-05 17:51:06,6,11
632,2021-05-05 16:01:25,2021-05-05 16:02:13,6,13
633,2021-05-03 19:15:09,2021-05-03 19:16:49,6,12
634,2021-05-13 06:52:34,2021-05-13 06:54:01,6,13
635,2021-06-18 10:54:12,2021-06-18 10:55:31,6,11
636,2021-05-17 21:13:49,2021-05-17 21:15:09,6,12
637,2021-05-17 13:08:08,2021-05-17 13:08:30,6,14
638,2021-05-28 11:01:38,2021-05-28 11:02:49,6,11
639,2021-06-17 14:50:32,2021-06-17 14:52:10,6,14
640,2021-06-01 02:02:29,2021-06-01 02:03:23,6,13
641,2021-05-14 01:34:11,2021-05-14 01:34:40,6,11
642,2021-06-12 11:04:32,2021-06-12 11:26:32,6,22
643,2021-05-13 13:09:23,2021-05-13 14:03:23,6,24
644,2021-06-09 23:56:13,2021-06-10 00:53:13,6,21
645,2021-06-13 13:05:31,2021-06-13 14:01:31,6,23
646,2021-05-20 01:55:51,2021-05-20 03:01:51,6,23
647,2021-05-17 06:38:28,2021-05-17 07:04:28,6,16
648,2021-05-20 03:52:37,2021-05-20 04:13:37,6,19
649,2021-06-16 16:30:28,2021-06-16 16:57:28,6,17
650,2021-06-09 22:04:02,2021-06-09 23:16:02,6,19
651,2021-05-14 11:03:51,2021-05-14 12:16:51,6,16
652,2021-06-03 08:17:41,2021-06-03 09:07:41,6,51
653,2021-06-03 08:17:41,2021-06-04 23:09:11,6,26
654,2021-06-10 03:38:04,2021-06-11 06:12:25,7,157
655,2021-05-28 00:49:44,2021-05-28 14:14:24,7,157
656,2021-06-01 06:05:37,2021-06-02 04:01:13,7,157
657,2021-06-18 10:12:42,2021-06-19 08:31:09,7,157
658,2021-05-10 05:02:15,2021-05-11 09:38:30,7,157
659,2021-06-10 14:46:02,2021-06-11 20:19:13,7,157
660,2021-06-09 06:26:37,2021-06-09 21:11:18,7,157
661,2021-06-11 17:00:33,2021-06-12 12:35:09,7,157
662,2021-06-03 04:30:36,2021-06-03 14:54:24,7,157
663,2021-06-05 11:37:56,2021-06-06 11:23:21,7,157
664,2021-05-27 10:51:34,2021-05-28 02:57:21,7,157
665,2021-06-13 05:22:31,2021-06-14 08:40:37,7,157
666,2021-06-01 07:28:32,2021-06-02 04:29:45,7,157
667,2021-06-19 17:05:30,2021-06-20 19:00:35,7,157
668,2021-06-10 02:24:59,2021-06-10 16:41:04,7,157
669,2021-06-11 08:14:32,2021-06-11 22:01:49,7,157
670,2021-06-04 16:19:20,2021-06-05 04:57:43,7,157
671,2021-06-18 15:37:47,2021-06-18 23:43:56,7,157
672,2021-05-05 08:52:10,2021-05-06 06:37:57,7,157
673,2021-06-05 17:50:02,2021-06-06 19:17:53,7,157
674,2021-05-17 01:11:16,2021-05-17 22:04:44,7,157
675,2021-05-17 22:19:44,2021-05-18 04:11:50,7,157
676,2021-06-15 17:24:17,2021-06-16 11:46:50,7,157
677,2021-05-07 07:28:32,2021-05-07 14:31:52,7,157
678,2021-05-18 01:23:52,2021-05-18 11:27:16,7,157
679,2021-06-07 11:38:46,2021-06-08 03:08:34,7,157
680,2021-06-16 00:54:59,2021-06-16 21:38:48,7,157
681,2021-05-14 04:33:36,2021-05-14 19:48:19,7,157
682,2021-05-03 16:24:13,2021-05-04 16:58:20,7,157
683,2021-06-18 00:24:04,2021-06-19 00:42:37,7,157
684,2021-06-10 23:23:02,2021-06-10 23:24:01,7,12
685,2021-05-10 23:22:58,2021-05-10 23:23:49,7,11
686,2021-05-09 00:39:11,2021-05-09 00:39:37,7,11
687,2021-05-13 03:50:22,2021-05-13 03:51:04,7,13
688,2021-06-03 18:31:41,2021-06-03 18:32:32,7,15
689,2021-05-07 16:49:32,2021-05-07 16:50:18,7,14
690,2021-05-12 17:23:17,2021-05-12 17:24:45,7,14
691,2021-05-21 01:00:18,2021-05-21 01:00:50,7,11
692,2021-06-14 06:48:37,2021-06-14 06:49:20,7,13
693,2021-06-20 08:34:38,2021-06-20 08:35:21,7,11
694,2021-05-05 18:54:23,2021-05-05 18:56:03,7,14
695,2021-06-04 13:42:23,2021-06-04 13:43:40,7,14
696,2021-06-17 08:45:10,2021-06-17 08:46:07,7,14
697,2021-05-20 08:04:34,2021-05-20 08:05:49,7,15
698,2021-06-05 13:36:30,2021-06-05 13:37:14,7,11
699,2021-05-20 19:52:20,2021-05-20 19:52:40,7,13
700,2021-06-10 16:04:44,2021-06-10 16:05:46,7,13
701,2021-06-15 17:14:50,2021-06-15 17:16:16,7,15
702,2021-05-15 07:13:08,2021-05-15 07:13:44,7,12
703,2021-05-22 08:28:57,2021-05-22 08:30:36,7,13
704,2021-05-29 08:13:03,2021-05-29 08:13:57,7,14
705,2021-05-05 06:19:19,2021-05-05 06:20:55,7,11
706,2021-05-31 17:45:30,2021-05-31 17:46:14,7,12
707,2021-05-15 22:12:25,2021-05-15 22:13:30,7,11
708,2021-05-16 15:41:59,2021-05-16 15:43:30,7,14
709,2021-05-06 19:43:38,2021-05-06 19:44:52,7,11
710,2021-06-13 17:15:37,2021-06-13 17:16:22,7,11
711,2021-05-14 03:28:32,2021-05-14 03:29:23,7,11
712,2021-05-13 09:31:32,2021-05-13 09:32:57,7,13
713,2021-05-31 03:19:21,2021-05-31 03:19:51,7,13
714,2021-05-10 20:33:53,2021-05-10 20:35:08,7,14
715,2021-06-06 12:51:08,2021-06-06 12:52:47,7,12
716,2021-05-27 13:13:27,2021-05-27 13:13:53,7,13
717,2021-05-29 08:48:10,2021-05-29 08:49:34,7,11
718,2021-05-31 06:54:12,2021-05-31 06:55:43,7,13
719,2021-05-13 22:41:34,2021-05-13 22:42:13,7,15
720,2021-06-12 23:00:24,2021-06-12 23:01:25,7,15
721,2021-05-04 07:09:52,2021-05-04 07:10:50,7,15
722,2021-06-02 00:01:25,2021-06-02 00:02:47,7,13
723,2021-05-26 21:08:41,2021-05-26 21:09:10,7,12
724,2021-05-22 00:50:33,2021-05-22 00:51:10,7,11
725,2021-05-09 18:09:38,2021-05-09 18:11:14,7,12
726,2021-05-31 01:59:10,2021-05-31 01:59:56,7,12
727,2021-05-09 09:41:00,2021-05-09 09:41:55,7,15
728,2021-05-20 08:54:41,2021-05-20 08:55:59,7,15
729,2021-05-13 08:37:39,2021-05-13 08:38:35,7,15
730,2021-06-05 20:48:13,2021-06-05 20:49:34,7,14
731,2021-06-12 09:34:41,2021-06-12 09:35:58,7,12
732,2021-05-28 17:52:00,2021-05-28 17:53:20,7,13
733,2021-06-09 12:48:56,2021-06-09 12:49:36,7,11
734,2021-05-04 18:38:48,2021-05-04 19:49:48,7,20
735,2021-06-09 02:46:16,2021-06-09 04:01:16,7,21
736,2021-05-04 10:47:38,2021-05-04 12:42:38,7,22
737,2021-05-12 12:37:36,2021-05-12 12:56:36,7,23
738,2021-06-06 02:05:56,2021-06-06 03:00:56,7,23
739,2021-05-25 23:35:54,2021-05-26 00:22:54,7,16
740,2021-06-14 08:28:17,2021-06-14 09:56:17,7,16
741,2021-05-06 13:04:08,2021-05-06 13:16:08,7,16
742,2021-05-21 10:10:32,2021-05-21 11:49:32,7,18
743,2021-05-23 21:11:57,2021-05-23 22:07:57,7,16
744,2021-05-09 13:39:01,2021-05-25 20:50:17,7,26
745,2021-05-06 18:59:40,2021-05-07 09:40:43,8,144
746,2021-06-10 08:29:30,2021-06-11 07:46:09,8,144
747,2021-05-09 07:34:29,2021-05-10 11:51:59,8,144
748,2021-06-04 06:13:11,2021-06-05 03:32:41,8,144
749,2021-05-07 12:49:15,2021-05-08 01:56:46,8,144
750,2021-06-12 16:23:33,2021-06-13 00:05:04,8,144
751,2021-05-15 11:26:24,2021-05-15 19:06:09,8,144
752,2021-05-27 07:04:41,2021-05-28 01:44:28,8,144
753,2021-06-06 11:31:40,2021-06-07 00:48:11,8,144
754,2021-05-25 08:06:47,2021-05-25 20:10:16,8,144
755,2021-05-24 01:01:42,2021-05-24 19:40:59,8,144
756,2021-05-05 14:01:26,2021-05-06 05:40:51,8,144
757,2021-06-04 02:53:18,2021-06-04 18:19:12,8,144
758,2021-06-14 01:30:14,2021-06-14 17:03:05,8,144
759,2021-05-14 07:34:59,2021-05-15 00:27:10,8,144
760,2021-05-29 19:05:48,2021-05-30 10:54:19,8,144
761,2021-06-17 19:25:09,2021-06-18 01:37:37,8,144
762,2021-06-06 23:25:48,2021-06-07 12:00:55,8,144
763,2021-05-26 01:44:44,2021-05-26 13:11:13,8,144
764,2021-06-08 21:43:18,2021-06-09 06:07:22,8,144
765,2021-06-17 08:54:56,2021-06-17 22:36:00,8,144
766,2021-06-02 18:29:45,2021-06-03 01:01:15,8,144
767,2021-05-16 16:11:25,2021-05-17 08:50:39,8,144
768,2021-06-03 19:28:40,2021-06-04 04:04:57,8,144
769,2021-06-08 22:34:38,2021-06-09 12:33:44,8,144
770,2021-05-29 00:52:55,2021-05-29 07:42:33,8,144
771,2021-05-15 07:03:37,2021-05-15 14:04:13,8,144
772,2021-05-29 10:29:04,2021-05-29 21:24:02,8,144
773,2021-06-11 01:07:54,2021-06-11 12:02:30,8,144
774,2021-05-22 22:18:08,2021-05-23 20:57:04,8,144
775,2021-06-12 09:39:41,2021-06-12 09:41:10,8,13
776,2021-05-12 21:03:34,2021-05-12 21:04:22,8,11
777,2021-05-21 02:53:44,2021-05-21 02:54:17,8,14
778,2021-06-11 16:07:00,2021-06-11 16:07:58,8,13
779,2021-05-12 16:55:09,2021-05-12 16:55:43,8,12
780,2021-05-23 13:49:22,2021-05-23 13:50:08,8,11
781,2021-05-04 09:01:12,2021-05-04 09:02:26,8,11
782,2021-05-03 21:01:33,2021-05-03 21:01:56,8,14
783,2021-05-18 07:48:52,2021-05-18 07:49:32,8,13
784,2021-06-09 18:00:08,2021-06-09 18:01:31,8,15
785,2021-05-26 01:54:15,2021-05-26 01:55:22,8,12
786,2021-06-06 22:15:12,2021-06-06 22:16:30,8,14
787,2021-05-21 12:37:57,2021-05-21 12:39:15,8,13
788,2021-05-08 21:01:12,2021-05-08 21:01:53,8,12
789,2021-05-16 19:59:59,2021-05-16 20:00:48,8,15
790,2021-05-31 07:48:10,2021-05-31 07:49:12,8,13
791,2021-06-17 13:11:57,2021-06-17 13:13:34,8,15
792,2021-05-06 03:46:55,2021-05-06 03:48:09,8,13
793,2021-06-17 11:17:04,2021-06-17 11:17:37,8,15
794,2021-06-04 03:22:12,2021-06-04 03:23:35,8,13
795,2021-05-15 07:01:57,2021-05-15 07:03:25,8,15
796,2021-05-18 21:24:20,2021-05-18 21:25:54,8,11
797,2021-06-03 07:18:09,2021-06-03 07:19:31,8,12
798,2021-06-13 23:01:11,2021-06-13 23:02:32,8,14
799,2021-06-11 00:46:49,2021-06-11 00:48:01,8,12
800,2021-05-15 15:29:18,2021-05-15 15:30:44,8,12
801,2021-05-14 03:38:56,2021-05-14 03:39:29,8,12
802,2021-05-29 10:37:00,2021-05-29 10:38:32,8,11
803,2021-06-16 02:50:03,2021-06-16 02:50:36,8,12
804,2021-05-07 10:56:36,2021-05-07 10:57:53,8,12
805,2021-05-16 18:11:56,2021-05-16 18:13:19,8,11
806,2021-05-24 17:57:37,2021-05-24 17:57:57,8,12
807,2021-05-10 15:56:37,2021-05-10 15:57:30,8,14
808,2021-05-15 10:30:57,2021-05-15 10:31:44,8,15
809,2021-05-30 02:58:40,2021-05-30 02:59:20,8,12
810,2021-06-08 16:55:07,2021-06-08 16:56:16,8,14
811,2021-06-16 17:41:45,2021-06-16 17:42:39,8,12
812,2021-05-08 12:17:31,2021-05-08 12:18:21,8,11
813,2021-06-15 10:22:24,2021-06-15 10:23:58,8,14
814,2021-05-05 07:02:28,2021-05-05 07:03:01,8,13
815,2021-06-09 03:35:54,2021-06-09 03:37:31,8,11
816,2021-06-01 00:51:36,2021-06-01 00:52:46,8,15
817,2021-05-08 06:30:49,2021-05-08 06:32:25,8,11
818,2021-05-17 00:22:30,2021-05-17 00:22:57,8,11
819,2021-05-21 10:09:00,2021-05-21 10:10:05,8,11
820,2021-06-12 19:58:25,2021-06-12 19:59:12,8,13
821,2021-05-05 16:08:30,2021-05-05 16:09:00,8,13
822,2021-05-30 14:01:08,2021-05-30 14:02:02,8,11
823,2021-05-09 17:07:34,2021-05-09 17:08:55,8,11
824,2021-05-17 05:46:40,2021-05-17 05:47:22,8,11
825,2021-06-14 20:29:45,2021-06-14 22:06:45,8,20
826,2021-05-04 19:05:44,2021-05-04 21:01:44,8,25
827,2021-05-26 04:52:44,2021-05-26 06:17:44,8,21
828,2021-06-08 10:29:21,2021-06-08 11:33:21,8,20
829,2021-05-29 14:25:12,2021-05-29 16:04:12,8,25
830,2021-06-18 08:19:32,2021-06-18 08:55:32,8,18
831,2021-05-26 08:50:04,2021-05-26 10:11:04,8,17
832,2021-05-29 10:42:24,2021-05-29 11:12:24,8,19
833,2021-06-07 10:39:44,2021-06-07 11:00:44,8,18
834,2021-05-05 17:13:42,2021-05-05 17:53:42,8,17
835,2021-05-06 18:37:05,2021-05-07 07:49:25,9,52
836,2021-06-05 22:36:06,2021-06-06 23:01:25,9,52
837,2021-06-17 19:34:03,2021-06-18 08:13:36,9,52
838,2021-05-20 21:54:45,2021-05-21 16:44:13,9,52
839,2021-06-13 05:18:48,2021-06-14 12:46:28,9,52
840,2021-05-04 20:48:32,2021-05-05 23:00:10,9,52
841,2021-05-22 16:49:13,2021-05-23 16:38:21,9,52
842,2021-06-15 01:15:02,2021-06-16 01:26:51,9,52
843,2021-06-04 06:58:01,2021-06-04 16:44:25,9,52
844,2021-06-13 03:54:52,2021-06-14 04:42:35,9,52
845,2021-06-15 00:51:31,2021-06-16 01:57:48,9,52
846,2021-06-15 11:11:25,2021-06-16 06:10:48,9,52
847,2021-06-16 02:57:43,2021-06-16 20:47:47,9,52
848,2021-06-03 21:51:45,2021-06-04 04:56:53,9,52
849,2021-06-08 00:44:35,2021-06-08 20:06:03,9,52
850,2021-05-31 07:24:09,2021-06-01 03:24:33,9,52
851,2021-05-30 22:09:40,2021-05-31 07:10:14,9,52
852,2021-05-17 12:30:14,2021-05-18 01:00:28,9,52
853,2021-06-06 00:13:27,2021-06-06 09:13:20,9,52
854,2021-05-31 08:35:16,2021-05-31 15:30:27,9,52
855,2021-06-15 10:50:33,2021-06-15 18:04:11,9,52
856,2021-05-21 20:02:20,2021-05-22 11:55:33,9,52
857,2021-05-10 01:12:20,2021-05-11 03:00:31,9,52
858,2021-05-04 11:56:00,2021-05-05 14:46:47,9,52
859,2021-06-17 20:45:26,2021-06-18 23:46:39,9,52
860,2021-06-04 10:19:22,2021-06-05 02:46:17,9,52
861,2021-06-06 18:03:39,2021-06-08 00:12:45,9,52
862,2021-05-24 05:15:56,2021-05-24 16:03:39,9,52
863,2021-05-22 03:20:14,2021-05-22 04:34:39,9,52
864,2021-06-10 14:07:42,2021-06-10 15:07:46,9,52
865,2021-05-14 03:54:40,2021-05-14 03:55:53,9,14
866,2021-05-27 10:21:38,2021-05-27 10:23:14,9,15
867,2021-05-18 20:07:23,2021-05-18 20:08:15,9,15
868,2021-05-11 14:39:57,2021-05-11 14:41:10,9,12
869,2021-05-23 03:10:18,2021-05-23 03:10:53,9,14
870,2021-05-09 17:40:19,2021-05-09 17:41:48,9,14
871,2021-06-05 02:00:40,2021-06-05 02:01:49,9,12
